Course,Job_Titles
Master In Business Administration,"Application Development Manager, Senior IT Specialist Systems Developer,  Senior IT Specialist Functional Applications Support,  Lecturer,  Software Engineer Founder,  Developer Functional Support,  Developer Functional Support,  JNR Software Web Developer Technician,  Examination Assistant"
Master In Business Administration (Mba),"IT Manager,  Project Manager,  Software Development Manager,  Project Manager,  Software Development Manager, Senior Developer,  Senior Developer,  Developer SQL DBA Project Manager,  Senior Technical Consultant,  IT Operations Manager,  Network Specialist,  Systems Engineer Onsite Support Manager,  Network Specialist"
Master In Business Management (MBA),"Programme Manager,  Project Manager,  Project Manager,  Project Manager,  Project Manager, Project Manager,  Programme Management Administrator,  Project Administrator,  Project Co-Ordinator,  Trainee Web Developer and Trainee Graphic Designer,  CS1 Educator"
Master In Computer Application,".NET Developer Business Analyst,  Developer Business Analyst"
Master in Computer Application,Android Developer
Master In Computer Applications,Sr Software developer
Master in Computer Science,"Developer,  Engineer,  Software Engineer,  Software Developer,  Software Engineer C,  Software Programmer,  Embedded Developer,  Embedded Software Engineer"
Master in IT,"Data analyst,  BI deverloper, .NET Developer,  .NET Developer,  Web Developer"
Master Of Business Admin Marketing,Multimedia Developer Events
Master of Business Administration - IT,Senior Software Developer
Master of Business Administration (MBA),"Head of Innovation and Technology,  Senior Manager Innovation and Technology,  Head of Srategy,  Senior Manager Strategy,  Head of Product Development,  Senior Manager  Product Development,  Head of Product Management,  Senior Manager Product Management, Specialist Technical Product Management Group,  Technical Product Developer,  Software Engineering Business Analyst,  Researcher"
Master of Business Administration (MBA),"SAP Business Analyst,  Data Architect,  Integration Developer,  Head of Data,  Senior Business Intelligence Developer,  Business Intelligence Developer,  Senior SQL Developer,  SQL Developer,  IT Manager,  IT Executive"
Master Of Business Leadership (Mbl),"Acting Manager Information Systems Planning and I,  Mis Manager,  Senior Analyst Developer,  Consultant"
Master Of Computer Application,Senior Web Developer( Dot net programmer)
Master Of Computer Application,Software Engineer
Master of Computer applications,"Microsoft Senior BI Developer, Sharepoint & BI Developer,  Dynamics AX & BI Developer"
Master Of Computer Applications,"Sr.EDI Specialist, Edi Developer"
Master of Computer Applications,"Webmethods Development,  Integration Consultant,  Solution Analyst, .NET Developer"
Master of Computer Science,"Information Security Specialist,  IT Security Engineer,  Enterprise Architect,  Information Security Architect, Developer Lotus Notes"
Master Of Computer Science,Mainframe/COBOL Developer
Master Of Fine Arts In Filmmaking,"Documentary Producer,  Professional Television Actress,  Business Developer,  Business Developer,  Account Executive Trainee,  Office Administrator"
Master Of Information Technology,"Administrator,  IT Program Coordinator,  Co-Ordinator,  Lecturer,  Examiner Assessor,  Lecturer,  Lecturer,  Abet Teacher"
Master Of Science,Peofessor
Master of Science,"SAP Migration,  BODS developer"
Master of Science in Computer Science,"Intermediate Java Developer,  Business Analyst IT,  IT Security,  Junior Java Developer,  Junior Java Programmer, Java Developer"
Master of Science in Computers,"Data Warehouse Developer,  informatica developer,  etl developer, Senior Software Engineer"
Master of Science in Electronics,"BizTalk Developer,  BizTalk Administrator, Junior .NET Developer"
Master Of Science It (Information Security),"Senior Application Developer,  Business Analyst Developer,  Application Developer,  Senior Developer,  Business Analyst Programmer"
Master of Technology in electrical engineering,"Electrical engineer, Engineer,  Student Engineer in Training,  Assistant to Senior Architect"
Master Specialized Management And Marketing,"sales,  customer service,  export,  customer service,  export, Businnes Developer,  Assistant Client Manager,  Junior Sales"
Masters,"Java Developer,  Android Developer,  Software Developer,  IT Programer"
Masters,"Manager Organisational Change,  Manager Psychometric Assessments and Developments,  Manager Organisational Development and Change,  Organisational Development Consultant,  Psychometric Specialist,  HR Generalist"
Masters (Microbiology),"Consultant,  Researcher,  Researcher,  Demonstrator"
Masters Business Administration Engineering,"Business Developer Africa, Project Manager Business Developer and,  Consultant: Tendering (Multilateral-funded development projects),  Business Manager & Developer"
Masters Com (Business Management),Business Developement
Masters Computer Application,Instructor
Masters degree,"Data Analysis,  Automation Engineer"
Masters Degree Cum Laude,"Project manger,  Social Innovation,  Lecturer,  Industrial Designer, National Product developer,  Industrial Design"
Masters degree in Applied Science,"Nutrition,  research, Recipe developer and project manager"
Masters Degree In Business Leadership (M.B.L.),"Senior Lecturer,  Business Consultant Publisher,  Lecturer,  Regional Loans Development Manager,  Financial Journalist,  Exchange Student Aiesec,  Department Manager Foreign Exchange,  Assistant Store Manager"
Masters Degree In Technology (Business Admin),"Marketing,  Business Development,  Office Manger,  Events,  Administration,  Business Development,  Office Manger,  Events,  Administration, Administrative Assistant to the CEO,  Company Administrator,  Secretary"
Masters Degree: Master Computer Applications,"Team Lead,  Team Lead,  Software Engineer,  Software Engineer,  Software Programmer"
Masters in Business Administration,"IT Manager,  IT Security Manager,  IT Security Manager, Assistant Manager ICT Infrastructure,  Senior Admin Office Management Information Office,  IT Technician,  System Developer"
Masters in Business Administration,"Software Architect,  Solutions Architect,  Software Development Manager,  Product Manager,  Senior Solutions Architect,  Architect, Senior Software Developer,  Software Engineer,  Java Developer,  Junior Support Engineer,  Adsl Support Consultant,  Science Faculty Orientation Assistant,  Computer Science Lab Assistant,  Computer Science Tutor"
Masters in Business Administration,"Trader,  Management Consultant, Senior Software Developer"
Masters in Business Information Technology,Data modeler
Masters in Business leadership,"IT Manager,  IT Systems Engineer,  Senior IT Manager,  Senior IT Engineer,  Senior IT Administrator"
Masters In Business Leadership,"Management,  Project Management,  Business Inteligence, Business Analyst,  Developer Application Supporter Electronic Bill,  Lab Assistant"
Masters In Business Leadership,"Middle/Senior IT Manager, Systems Analyst Developer"
Masters In Business Leadership,National Arts Festival Co-Ordinator
Masters In Computer Applications,"JAVA DEVELOPER,  ORACLE DEVELOPER,  ORACLE DEVELOPER, Java Developer,  Trainee"
Masters In Computer Science,"Developer,  Software Engineer"
Masters in Computer Science,"Software Developer, Software Developer"
Masters in Computer Science and Information Engineering,"Business Systems Analyst,  Systems Analyst,  IT Manager,  Solution Architect,  Solution Analyst, Graduate Research Assistant,  Lead Technical Architect (IT Business Analyst),  Developer/System Administrator,  Intern (Project Management)"
Masters in health economics,"Senior analytics manager, Senior Analyst Developer,  Pricing Analyst"
Masters In Industrial Organisational And Labour St,"HRM COnsultant,  Human Capital Advisor,  HR Officer,  Human Capital Advisor,  HR Officer, Lecturer,  Business Plan Developer,  Researcher,  Tutor"
Masters In Information Technology,"Senior Developer,  Developer,  Developer"
Masters In Information Technology,"Senior IT Manager,  General Manager- IT,  CIO,  General Manager- IT,  CIO, Senior Manager Director Information Tech Systems,  Deputy Director Information Management,  Network Administrator Datawarehouse Developer,  Network Specialist Junior"
Masters in Information Technology,Software Developer
Masters in Project Management,"Senior Manager,  Manager,  Execuive,  Lead,  Head,  Manager,  Execuive, Senior Manager Unix Systems,  Service Delivery Manager,  Information Systems Manager,  System Developer,  Supervisor,  Helpdesk Administrator,  Trainee Support Officer,  Sales Associate & Cashier"
Masters In Research,"Communications Officer,  Schools Liaison Officer,  Senior Community Developer,  Social Worker,  Research Worker"
Masters In Software Engineering,Software engineer
Masters in Technical Project and Business Management,"C# Web Developer,  Web Applications Developer,  SQL Developer,  Java Web Developer,  Java Developer"
Masters Of Business Administration (Mba),"N/A, Web Content Developer,  Content Editor and Contributor,  Founding Member,  Technology Consultant,  Software Suport,  Trainee Java Developer,  Customer Assistant,  In-Store Promoter"
Masters Of Business Leadership (Mbl),"General Manager : Information Management and Business Intelligence, Head of Business Intelligence,  Head of Business Intelligence,  Infomation Systems and Integration Ispi Manager,  Mis Manager,  Senior Analyst Developer,  Consultant,  Analyst Programmer"
Masters of Commerce Information Systems,SAP FI CO Consultant
Masters Of Computers,".NET Developer,  C#.NET Developer,  ASP.NET Developer,  Web Developer, .NET Developer"
Masters of Electrical And Computer Engineering,"Network Engineer,  Junior Software Engineer"
Masters of Scienc in Mathematics,"ICT Manager,  Developer,  System Engineer,  Developer,  System Engineer, Development Engineer,  System Developer"
Masters of Science Astrophysics,"DevOps Engineer,  AX Developer,  C# Developer,  Data Scientist,  Data Analyst, Analyst Developer,  Analyst Developer,  Data Engineer"
Masters of Science Bmi: Data Mining - Cum Laude,"Analyst,  Developer,  Developer"
Masters of Science Computer Engineering,"Manager,  Sales,  Sales"
Masters of Science Computer Science,"Software Engineer,  Software Developer"
Masters of Science Computer Science (Artificial Intelligence),"Tutor,  Employee,  Employee,  Farm Labourer,  Promotion Employee"
Masters of Science in Computer Science,"senior developper,  team lead,  team lead, Senior Developer,  Senior Developper,  Senior Developper,  Developer"
Masters of Science in Electrical Engineering,"Electronics engineer,  Embedded Electronics engineer,  Mechatronics Engineer"
Masters of Science in Information technology,Web Designer and Developer
Masters of Science In Physics,"Senior Engineer, Visting Student,  Software Developer,  Software Developer"
Masters of Science(Eng) Telecommuniction And Information Technolo,"Snr Manager,  Porfolio Manager,  Project Manager,  Product Manager,  Product Owner,  Programme Manager,  Executive,  Director,  Digital Consultant,  Porfolio Manager, Product Development Manager,  Specialist Enterprise Market&Business Development,  Product Developer,  Engineer,  Tutor,  Student Engineer"
