career,course,universities,job_titles,skills
,B.Com,,"CIO,  Senior IT Manager,  Senior IT Manager, Senior IT Manager,  Development Consultant,  Senior Developer Project Manager,  Senior Developer Project Manager,  Development Consultant,  Developer,  E-Commerce Development Consultant,  Developer Consultant","It Applications Management(Erp,  Business Systems),  Project/Programme Management,  Sdlc,  Asp,  Html,  .Net,  Visual Basic,  Programming"
,Bachelor of Science  It (Distinction In Computer Science),"Africa Nazarene University, Catholic University of Eastern University, Gretsa University, Kenya Methodist University, St. Pauls University, Strathmore University, Jomo Kenyatta University(JKUAT), Kenyatta University",Sales Assistant Driver Technician,"Word Processing,  Spreadsheets And Databases,  Computer Networking"
Data Science,Computer Data Processing,,"Development,  Analyst,  Program Analyst,  Programmer","do some of development and constantly keep contact with user and affected parties 8.,  analysis,  Most requests of an ERP system consist of customization,  Code A1 & EB CRIMINAL OFFENCES,  Cobol was one of my main subjects,  Yes,  X Verbal Communication Skills,  even after development has been taken to the live environment.  User satisfaction!  10.,  X Cobol"
,BA Deree,,,"development of training material,  Facilitation and Assessing,  Evaluation and feedback report writing during and on completion of courses.,  Training of all levels,  Learnerships,  Identifying of training needs and training management.The ability and experience to have trained internationally and locally."
,Information Technology Programming,"Africa Nazarene University, University of Eastern Africa Baraton, Gretsa University, Management University of Africa, Kenya Methodist University, Strathmore University, Kenyatta University- (Online), Multimedia University, Technical University of Mombasa, South Eastern Kenya University, University of Nairobi, Moi University, Meru University, Masinde Muliro University, Jomo Kenyatta University(JKUAT)",,"C#,  Java,  SQL,  Javascript,  Html"
,B.Com,,"Software Architect,  Technical Lead,  Technical Lead, Architect Developer,  Architect Technical Lead,  Entrepreneur Developer,  Senior Developer,  Senior Developer Architect,  Entrepreneur Developer,  Developer Consultant,  Entrepreneur Developer","Transact-Sql,  Nunit,  Resharper,  Html And Css,  C#,  Patterns Of Enterprise Application Architecture,  Design Patterns (Gang Of Four),  Solid Principles Of Ood (Robert C. Martin),  Castle Windsor"
,N6,,"Promoter,  Retail Sales Person","Internet,  Outlook,  Microsoft Excel,  Microsoft Word"
,Bodywork Certificate,,"DTP Operator,  DTP Operator,  Project Support Secretary,  Marketing Secretary,  Training Developer","Massage-Caring,  Friendly,  Attentive,  Good Listener,  Powerpoint Presentations,  Powerpoint Training"
,Bachelor of Commerce Honours(Business Informatics),"Africa Nazarene University, University of Eastern Africa Baraton, Gretsa University, Kenya Methodist University, Management University of Africa, Pan Africa Christian University, Scott Christian University, St. Pauls University, Strathmore University, Zetech University, Dedan Kimathi University, Jomo Kenyatta University(JKUAT), Multimedia University","C# Developer,  Sharepoint Developer,  Sharepoint Developer, Sharepoint Administrator Developer,  Cadet Graduate Programme,  Student Assistant","Agile Methodology,  ASP.Net,  Visual Studio 2010, 2012, 2013,  C# .Net 4.5,  Sharepoint 2010, 2013,  Visual Studio 2008"
,Diploma Computer Science,"Gretsa University, St. Pauls University, Uzima College, Zetech University, University of Kabianga, Muranga University, South Eastern Kenya University",Lead Developer,"Oop (Object Orientated Programming),  Xml/Xslt,  COM,  Design Patterns,  UML,  Html/Dhtml/Javascript,  ASP,  N-Tier Programming,  Ooad"
,Advanced Project Management,,"Manager/Executive,  General/Senior Manager,  Program/Projects Manager,  General/Senior Manager,  Program/Projects Manager, Corporate Specialist Senior Business Analyst,  Senior Business Analyst Solution Designer,  Senoir Analyst Programmer,  VB Developer BI Report Writer,  Programmer Part-Time,  Research & Development Officer,  Computer Science Lcturer","Business Analysis And Design Using Uml,  Business Analysis,  Vb6, Crystal Reports, Access, Sql, Source Safe,  Strategic Management,  Businesss Performance Management"
,Bachelor in Technology,,"C#.NET Developer,  ASP Developer,  SQL and C#,  C# Web Developer,  .NET C# Developer,  C# .NET Developer,  C# Systems Developer,  Software Engineer C#.NET","Microsoft Dynamic CRM,  ASP .NET,  C# .NET,  SQL Server"
,B.Ing (Industrial Electronics),,Program Developer,"Computer Programming On Access Databases,  Using Of Erp Systems,  Simulation"
,Bachelor of Science  Computing,,"Database Admin,  Senior Developer,  C# Developer,  Java Developer,  Tech Lead C#,  Database Admin,  Web Developer","C# .NET,  bussing architecture,  nservicebus,  SQL,  Pacs Admin,  javascript,  html,  jquery,  java"
,Bachelor of Science  It Management,,"Owner,  Full Time IT Trainer,  Officer 2ic 504 Squadron","Management,  People Skills,  Presentation Skills,  Soft Skills,  Sql 6.5, 7, 2000,  A+,  N+"
,JSE Derivatives Compliance,,"Compliance, Sales Consultant,  Office Assistant,  Account Executive,  Candidate Attorney,  General Manageress,  Manageress,  Manageress,  Call Centre Agent","Power Point,  Outlook,  Word,  Publisher,  Excel,  Typing,  n/a"
,Bachelor of Technology,,"Team Lead,  Senior .NET Developer","C# .NET,  SSRS,  VB.NET,  Team Foundation Server,  Crystal Report,  PostgreSQL,  SQL SERVER,  Tortoise SVN,  CSS"
,Bachelor of Arts (Economics),,"SAP Specialist,  Support Specialist,  Procurement,  Administration,  Support Coordinator,  Business Process Specialist,  Support Specialist,  Support Specialist, Site Support Consultant SAP,  Systems Administrator /Buyer,  Warehouse Coordinator,  Web Developer","End User Support,  Microsoft Office,  Advanced Excel,  Remedy User 7.0,  SAP BW,  Process Optimisation,  SAP EWM,  SAP MM,  Project Management"
,Managing Managers for Results,,"Senior Operations Manager,  Operations Manager,  Operations Support Manager,  Operations Manager,  Operations Support Manager, Manager Mvno Mvne Support,  MNP Service Owner,  CRM Services Design Engineer,  CRM Analyst Customer Care Analyst and Developer,  Customer Care Developer,  Programmer,  Junior Developer","Active Team Member,  Time Conscious,  Hardworking & Diligent Consultant,  management,  ITIL implementation,  Relationship Management,  SQL,  Datadynamics Active Reports,  Developing In Visual Basic 6"
,Itil Foundation V3,,"Acting Project Manager,  Analyst Programmer,  Developer,  Personal Assistant,  Data Capturer","Computer Skills,  Microsoft Excel,  Microsoft Office,  Microsoft Word,  Microsoft Windows,  Documentation,  Safety,  Customer Service,  Sdlc"
,Master of Computer Applications,,"Webmethods Development,  Integration Consultant,  Solution Analyst, .NET Developer","JQuery,  ORACLE,  C# .NET,  MSSQL,  SGA Webmethods"
,CA(SA),,Waiter Barman,"Microsoft Word,  Excel And Powerpoint,  Team Work,  Analysing And Preparing Financial Statements,  Accounting/Auditing,  Leadership,  Presentation/ Public Speaking,  Building And Maintaining Client Relationships,  Company And Asset Valuation Skills"
,Graphic Design,,"warehouse manager,  shop keeper,  shop keeper","Graphic Design & Illustration,  Dispatch,  Stores Manager"
,Cobol Programming Diploma,,"Senior Java Developer, Junior Programmer","Eclipse (Ide),  Java,  SQL,  Sybase,  Control-M,  XML,  Maven,  Ant,  Junit"
,Bachelor in Technology,,"Web Developer,  Student Inservice Training,  Cashier Till Controller Office Assistance Data CA","C#,  Oracle Database, Data Capturing"
,Matric,,Senior Embedded Developer,"C++,  C,  C#,  PHP,  SQL,  Python,  Java"
,Bachelor of Science,,"Senior Developer,  IT Team Leader,  IT Team Leader, Head of the Maths Department","MS SQL 6.5, 2000, 2005, 2008,  Business Analysis And Database Design,  Visiual Source Safe,  Powerbuilder,  MS Access/Excel,  SSRS"
,Microsoft Crm,,"Team Lead,  Senior Developer,  Senior Developer, Consultant for Branch,  Senior ERP Consultant,  Junior Great ERP Consultant,  Assistant Manager","Crystal Report Writing And Training,  Informatica Power Centre 8.6.1,  Etl/Dts Experience Either On Sql 2000 Or 2005,  Ssis - Sql Server Integration Services,  Informatica Power Exchange 8.6.1,  Ssrs - Sql Server Reporting Services,  Oracle Database Development With Sql Developer,  Unix Aix,  Bi And Data Warehousing"
,Network Administrator,,,"BW,  BI,  IT,  mobileapplications,  Windows,  microsoft office,  BODS,  SLT"
,Bachelor of Commerce Hons Information Systems,,Edi & E-Business Consultant,"Team Foundation Server (Tfs),  Presales/Presentation Techniques,  Technical Writing,  Vb.Net,  C#,  Php 5+,  Html/Css,  Project Management,  Microsoft Office"
,Prince2 Registered Practitioner,,"Solutions Architect,  Enterprise Architect,  Software Development Manager,  Programme Manager,  Integration architect,  Applications Architect,  Technical Lead,  Delivery Lead,  head of development,  CTO","Estimation,  digital architecture,  PRINCE2,  solution architecture,  Financial Services,  Enterprise Architecture,  Integration Architecture,  Systems implementation,  Cloud Architecture"
,Standard 9,,"Strategic Learning and Development Specialist,  Relationship Manager,  Project Manager,  Research and Development Manager,  Research and Development Specialist,  Research and Development Specialist,  Trainer Senior Trainer and Cbimt Course Developer,  Check Clerk Sub Accountant","Banking,  Quality Control,  Training Programs,  Vendor Relations,  Workshops,  Foreign Exchange,  Policy Analysis,  Process Engineering,  Project Management"
,Diploma In Software Development,,"Software Developer,  Data Capture,  Web Designer,  Web Developer,  SQL Developer","Report Design,  Programming,  SQL Development,  Microsoft Office certified,  Web Development,  Typing,  Web Design,  Customer service"
,Senior Certificate,,"Systems Analyst / Business analyst,  Senior SQL Developer, DTP Manager Web Developer IT Support","Connex - Middleware,  SQL,  Micosoft Office,  VBA,  MySQL,  C#"
,Ndip Information Technology,"Africa Nazarene University, University of Eastern Africa Baraton, Gretsa University, Management University of Africa, Kenya Methodist University, Strathmore University, Kenyatta University- (Online), Multimedia University, Technical University of Mombasa, South Eastern Kenya University, University of Nairobi, Moi University, Meru University, Masinde Muliro University, Jomo Kenyatta University(JKUAT)",,"Html,  Css,  Php,  Mysql,  Flash 8,  Photoshop,  Microsoft Access"
,Various,,"Group Marketing Officer & Buyer,  Owner Manager","Communications,  Computer Skills,  Interaction At Government & Ministerial Level,  Leadership,  Organisation,  Staff Motivation,  Linguistic,  Project Management"
Data Science,Business Analysis,,"Business consultant,  Senoir business analyst,  Senoir business analyst, Developer and Systems Analyst","Business Analysis,  Consulting,  Training,  Coaching,  Customer Experience Design,  Facilitation,  Project Management,  Change Management,  Web Design"
,B.Com IT,,Developer,"T-SQL,  C#,  Telerik,  ASP.NET,  CSS,  HTML,  ASP.NET MVC,  JAVA SE7"
,Bachelor of Science - honours,,"Technical Support Analyst; Data Analyst; Business Intelligence and MIS ; Data Warehouse Developer, Mis Specialist,  IT Specialist,  Systems Implementation Officee","Excel,  report writing,  SQL,  C#,  SSAS,  People management,  SSIS,  Data mapping,  Data analysis"
,Information Technology,"Africa Nazarene University, University of Eastern Africa Baraton, Gretsa University, Management University of Africa, Kenya Methodist University, Strathmore University, Kenyatta University- (Online), Multimedia University, Technical University of Mombasa, South Eastern Kenya University, University of Nairobi, Moi University, Meru University, Masinde Muliro University, Jomo Kenyatta University(JKUAT)","Business Analyst,  Tester,  IT Project Manager","Computer literate skills,  IT Technical skills,  Sharepoint 2010,  sql skills,  analysis,  Web Development"
,Bachelor of Science Computer Science,"Africa Nazarene University, Catholic University of Eastern University, Gretsa University, Kenya Methodist University, St. Pauls University, Strathmore University, Jomo Kenyatta University(JKUAT), Kenyatta University","c# Developer, Head of Department Computer Studies,  Teacher","Jira-Project Management And Plugins,  Atlassian Products administrator,  WCF and MVC,  C# Developer - web api,  Kawa-Java Programming,  Microsoft Office,  Java Development,  Microsoft Publisher,  Microsoft Frontpage"
