Course,Skills
Sabpp - Accredited Hr Practitioner,"Research,  Hr Planning And Implementation,  Management,  Leading Teams,  Counselling,  Conflict Resolution"
M.A Industrial Psychology,"Microsoft Office,  Planning And Organising,  Administration,  Training Program Development,  Facilitation,  Hr Management,  Recruitment"
Post-Graduate Diploma In Management Business Admin,"Internet Proficient,  Microsoft Office -Word,  Excel,  Powerpoint,  Outlook"
Certificate In Smme  Management (With Distinction),"Bash Scripting,  Linux,  Python,  Postgresql,  SQL,  Erlang,  PHP,  Pascal,  C"
B.Com(IT) - (Information Systems & Technology,"Presentation,  Report writing,  Microsoft Office,  Microsoft Visual Studio 2010,  Microsoft SQL Server,  Microsoft Visio,  Microsoft Project,  Microsoft Visual Studio 2013,  Microsoft SQL Server Reporting Services"
Information And Communication Technology,"Microsoft office\n internet\nEmail \nProgramming,  Programming \nCommunication \nTeam player,  Problem Solving Skill,  Computer Skill,  Fast learner \nEager to learn"
Bachelor in Technology Information Technology,"db2,  Javascript,  Hibernate,  maven,  gwt/gxt,  Java developer,  Angularjs"
Microsoft Crm 2011,"Asp.Net,  Microsoft Crm,  Microsoft C#,  SQL,  Sharepoint,  Delphi,  Progress"
Advanced Diploma in Software Engineering,"Javascript,  Jquery,  MySQL,  Wordpress,  Microsoft SQL,  Codeigniter,  Joomla,  HTML5,  Vbulletin"
National Diploma,"Java Programmer,  System Analysis,  Sofware Development (Java),  Networking Technitian,  Database Administrator"
PhD (Computer Science and Information Systems),"Microsoft Office Programs,  .NET (C#,  JavaScript,  Web,  C++,  VB),  Java,  Phonegap,  JSON"
Bachelor in Technology Information Technology,"SQL,  PLSQL,  Business intelligence,  HTML,  CSS,  CSS,  Html,  ASP.NET,  C#"
POST GRADUATE DIPLOMA IN BUSINESS ADMIN,"Stakeholder Management,  Change Management,  Microsoft Office Suite,  Risk Management,  Requirements and Process Modeling,  Cost/Financial Management,  Quality Management,  Business Management,  Human Resources Management"
None,"partnership development,  budget preparation and monitoring,  strategic planning,  governance,  human resources management,  training & workshop facilitation,  oral and written communication,  programme design implementation and management,  stakeholder/customer relationship management"
Transportation Management,"Decision-making,  Planning,  Assessment,  Training,  Management,  Administration and Supervision,  Public Relations,  Internet,  Computer"
National Diploma In Information Technology,"Application Support,  Server Support,  Virtualization Support,  Developer,  Mq (Messaging)"
National Diploma,"PHP \u2022,  CSS \u2022,  \u2022,  Java  \u2022,  MySQL \u2022,  JQuery  \u2022,  3rd Party API\u2019s \u2022,  Android Studio \u2022,  Native Development \u2022"
Mba(It),"Asp .NET / C# .NET / Vb .NET,  Sql Server 2005 / 2008 / 2012,  WCF,  XML,  WPF,  Mvc4"
B- Tech Food Science and Nutrition,"Audits,  Problem solving,  mulitasking,  interpersonal skills,  numeracy,  product development,  technical,  labelling regulation,  Quality Control"
ND: Consumer Sciences: Food and Nutrition,"marketing skills,  organisational skills,  confidence in speaking,  Computer skills,  working independently and unsupervised,  communication skills,  time management,  commitment to schedules and deadlines,  leadership qualities"
Computer Science,"Java,  SQL server,  Java Script,  Microsoft word,  Html,  MVC5,  ASP.net,  C++,  C#"
Mechanical Engineering,"Sap Abap,  Sap Workflow,  Crm Technical,  Sap Webdynpro"
Project management Diploma,"Project Manager,  development manager,  managing and controlling,  planning,  coordinating,  project manager"
National Certificate: banking Service advice NQF Level 5,"analytical,  communication,  Computer literacy,  client services,  communication\uf056analytical\uf056Computer literacy\uf056 client services\uf056"
Bachelor of Science  Computer Science,"HTML,  Linux,  JQuery,  Razor,  Bootstrap,  MS SQL Server,  C#,  JavaScript,  ASP.NET MVC"
Certified Product Owner,"Coach,  product owner,  Lecturer,  Agilist,  Facilitator,  Mentor,  Microsoft Office,  Internet,  Access"
Certificate in Bioentrepreneurship,"Information Technology,  strategy analysis,  data integration,  business intelligence,  data analytics,  Data integration,  Data quality,  Strategy analysis,  Data Analytics"
B-tech degree in financial information systems,"SQL,  \u25feEntity Diagram mapping,  MSoffice,  SSRS,  Organizational skills,  Trustworthy,  meeting deadlines,  Solution focused,  Report writing"
Post Graduate Diploma in Software Development,"iReport,  SQL,  JavaScript,  AndroidDevelopment,  PL/SQL,  HTML,  Android Development,  CSS,  Java"
Oracle Education,"Microsoft Networking,  MS Office 95 97 2000,  MS Windows 95,  MS Windows NT Server 4,  MS Windows NT Server 4,  MS Windows Workstation 4,  Toad,  Oracle Developer 2000,  Bay Stack Routers"
Matric,"Office Managment,  Property24 website,  STT- Oracle- JD Edwards & Sage ESS,  GP,  Baan ERP,  PropCtrl (Property24 windows App),  Dynamics CRM,  Microsoft,  AS400"
Bachelor of Technology in IT (Business Applications),"MS Project,  Programming (Visual Busic 6),  MS Visio,  Microsoft Sql Server 2000,  Microsoft Sql Server 2005,  Sql Server Reporting Services,  Asp.Net,  Crystal Reports 10,  Visual C#"
Bachelor of Science Computer Science,"Microsoft Office Tools(Word,  Excel,  Power Point Et,  C Programming Language(Embedded & Application Environment),  Code Repository Use (Visual Source Safe,  Svn Etc),  Sql Server,  Software Modeling Using Uml,  Project Management"
ITIL v3 Foundation,"Installing & Configuring Dns,  Tcp/Ip, Dhcp Services,  Microsoft Exchange,  Microsoft Windows,  Active Directory,  Helpdesk,  Electronic Mail And Electronic Diary Systems,  Cabling"
Diploma in Information Technology,"windows 7,  CSS,  JAVASCRIPT,  Wordpress,  Fincon,  windows 8.1,  HTML,  Adobe photoshop CC,  windows 10"
Nationa Diploma in IT,"PC Hardware support Windows XP 7 and 8 install configure and Support Ms Office support Network environments (Cabling connectivity & support) and installation of VOIP phones.,  ?\tHelpdesk experience troubleshooting of IT related problems from in-house software to hardware such as Laptops PCs and Printers and also making sure software patches and antivirus is up to date.,  Computer,  ?\tTroubleshoot basic network issues such as ADSL broadband issues; escalate unresolved calls to the infrastructure support team. ?\tProviding basic in-house training in MS Office applications used (Word Excel Outlook and PowerPoint),  Networking,  Support,  Installation,  Configuration,  Troubleshooting"
Senior Certificate,"Jasc Paint Shop Pro 7,  Board Maker (Cad Programme),  Macromedia Dreamweaver,  Jd Edwards,  Microsoft Office,  Coral Draw,  Macromedia Flash,  Microsoft Frontpage,  Borland C++"
Course in Strategic Management,"MSOffice,  Project Management,  Adobe LiveCycle Designer,  SQL Developer,  WebMethods Developer,  XML,  CSS3,  HTML5,  JavaScript"
Bachelor in Technology,"Html5,  CSS3,  Ajax,  Java Scrip,  JSP,  XML,  SQL,  Servlet,  Vb .NET"
MCA,"oracle,  android,  Android,  java,  pascal,  fortran,  .NET,  C++,  c"
Bachelor of Science  Business & Franchise Management,"MS Windows (All),  Lan / Wan / Wlan,  Management,  Backup Exec,  MS Windows Server (All),  MS Exchange (All),  Scala,  Blackberry Enterprise,  MS SQL (All)"
SQL Database administrator,"Microsoft Office,  A+,  CIM,  SQL,  Cisco,  AVAYA,  CRM,  HTML"
M.Com (Finance),"Financial Statement Analysis,  Computer Literacy,  Financial Modelling,  Negotation,  Credit And Risk Management,  Communication And Presentation,  Networking,  Time Management,  Company Valuation"
Bachelor in Technology,"Oracle Soa,  Oracle Aia"
Information Technology,"CSS,  JDBC,  Javascript,  XML,  SAP MII,  Servlets,  HTML5,  JQuery,  SQL"
Matric,"PLi,  Mainframe,  DB2,  SQL,  SSIS,  AWS,  S3,  Talend,  Redshift"
MCSD- Web Applications,"microsoft specialist,  ASp .NET MVC 4,  windows app store using C#,  Programming in C# and HTML 5 with CSS 3 and Javascript,  Open Source Knowledge in Bootstrap 3,  Microsoft office suite,  word press,  php"
Master Bioinformatics and Modling,"Java,  Python,  Django,  Spring boot,  Graph Databases,  Relational Databases,  PHP,  Plone framework"
Computer Science Diploma (CS. DIP),"Product Owner,  Technical Lead,  Lead Technical Specialist,  Product Manager,  Project Manager,  Senior Developer,  Agile,  Scrum,  Zope"
Bachelor in Technology,"Java,  J2ee,  Hibernate,  Pl/Sql,  Transact-Sql Programming,  Maven,  Ant,  JSF,  Servlets"
Linux Eseentials,"Data Warehousing,  ETL processes,  Data Profiling,  Reporting technologies,  Relational database technologies,  SSAS,  Troubleshooting,  Innovative problem solving skills,  Microsoft Windows"
Bachelor of Commercem,"MF COBOL Net Express,  Oracle PL/SQL (8 9i 10g 11g),  Toad,  MS SQL Server (2000 2005 20082012),  SVN Clear Case,  MVS DB2 (Read Only) IMS/DB (DL1) VSAM JCL ISPF TSO FILE AID ENDEVOUR ABENDAID SVN"
Mcp,"OOP,  VB6,  T-Sql,  Html5,  Javascript,  Python,  XML,  Vb.Net,  CSS3"
ISTQB - Foundation (software testing),"Test Case Execution.,  Microsoft Office,  Extract Test Requirements,  Test Director/ Quality Centre,  Design Test Cases,  Identify Test Scenarios,  Identify,  Create And Maintain Test Data,  Conduct Review Sessions Of Requirements"
Mcp - Developing And Implementing Web Applications,"Web Applications (Asp.Net),  Windows Applications (Vb.Net),  Sql Server 2000,  C#.Net,  Office Customization (Com Add-Ins),  Outlook Custom Forms,  VBachelor of Science ript"
Master Of Science It (Information Security),"Microsoft Sql 6.5 - Sql 2007,  Project Management,  E - Commerce,  asp,  .Net,  Microsoft C #,  Object Oriented Design,  Software Security Design,  Networking"
National Diploma: Information Technology,"Microsoft Powerpoint,  Microsoft Word,  Typing,  Microsoft Excel,  Microsoft Access,  Sql Development,  Programming - Java,  C++,  Vb6"
Bachelor Of Science Honours,"Communication (Speaking And Writing),  Interpersonal Skills,  Teamwork,  Independent Analytical Thinking,  Problem Solving,  Time Management,  Computer: MS Office,  Statistica,  Arcview GIS"
Publications And Columns:,"Competitor Analysis,  Sales Negotiations,  Research And Development,  Bid Presentations,  It Training (Developing And Delivering Material),  Customer Relationship Management (Crm) Consulting,  Computer Based Training,  Client-Service/Account Management,  u""Product Presentations/DemoS"""
Damelin - Professional Advertising,"Ms Office,  MS Word,  Excel,  Internet"
Computer Science,"Visual Basic,  Computer Repairs,  C++,  Oracle"
Bachelor of Science ,"C#,  ASP.NET,  JQUERY,  SQL,  MVC3,  XHTML,  JSON,  AJAX,  XML"
Bachelor in Technology Industrial Engineering,"Lean Tools,  Production Control Systems,  Productivity Analysis,  CAD,  Microsoft Office,  Project Management,  Development And Implementation Of Control Documents,  Facility Layout And Optimization,  Fmg Pro"
B.Com Financial Management,"Project Management (Pmbok),  MS Office (Word,  Excel,  PowerPoint,  Visio),  Integration Solution Design,  Investment Securities Knowledge,  Payment Processing,  Web Technologies"
Object Oriented Analysis And Java Programming,"Microsoft Office,  Systems Analysis & Design,  Data Analysis & Database Design,  Functional System Specification,  Macromedia Dreamweaver,  Business Process Mapping,  Analysis & Redesign,  Macromedia Fireworks,  Microsoft Visio / Visio .NET"
Bachelor of Science  Scientific Computing,"C++,  Is Auditing,  Delphi,  Sage Erp X3,  SQL,  C#,  Java"
Laravel Programming,"PHP,  HTML5,  Mobile Development,  JavaScript,  Microsoft Office 97, 2000, Xp, 2007,  Microsoft Visio"
Software Development,"Microsoft Office Package,  HTML,  HTML,  ASP.Net,  C# programming Language,  Administrative,  Organizational,  Clerical,  Communication Skills"
Microsoft Certified Professional,"Asp - Active Server Pages,  Java Script,  MS SQL Server 6/7/2000,  OLAP/ Analysis Services for MS SQL Server,  Vb Script,  Visual Basic,  Writing Tech Articles"
Diploma In E-Commerce And Web Management,"Web Developer/Graphic Designer,  Macromedia Developer (Flash, Dreamweaver, Fireworks),  Master Ciw Designer,  Search Engine Submission And Database Development,  Multimedia On The Web (Flash, Dweaver, Fworks"
Diploma In Programming,"SSAS 2008 R2,  SSRS 2008 R2,  MS SQL Server 2008 R2,  MS SQL Server 2000,  MS C#,  Oracle pl/SQL,  MS SQL Developer,  C#.Net Developer,  Arc Gis"
Bachelor of Science  in IT and Computer Science. SoftWare Engineering stream,"System intergration.,  JEE development,  Restful web services,  Spring framework,  Hibernate,  Agile,  Communication"
Diploma/Degree,"Call Center,  Customer Relations,  Call Centre Developer"
Systems Analysis And Software Development,"Delphi,  Pascal,  Free Pascal (Linux/Windows),  Systems Analysis,  Mysql Database,  Postgres Database,  Linux Operating System And Related,  Project Management,  Industrial Automation"
MBA,"Conduct Training (Facilitate Learning),  Design And Development Of Learning Interventions,  MS Office (Word,  PowerPoint,  Excel,  Outlook),  Design Of Ldevelopment Programmes,  Management Of The Human Resources Function"
MCSA Microsoft SQL Server 2012/ 2014,"jquery,  jsf,  javascript,  Java,  w3CSS,  C#,  java web services,  android development,  java ee"
Togaf Certification,"C# 1.1, 2, 3.5, 4, 4.5,  Visual Studio 2003, 2005, 2008, 2010"
Business Analysis Essentials,"Microsoft Office,  Autocad,  Outlook,  Sharepoint,  Captivate"
Prince 2 - Project Management,"SDLC,  Project Managment,  Web Development,  Team Leadership,  ETL Business Intelligence,  Linux Administration,  Project Management,  Microsoft C#,  Microsoft.Net Programming"
National Diploma In Mining Engeneering,"Blasting Certificate,  Onsetters Certificate,  Hazard Identification and Risk Assesment Course,  Safe Production Certificate,  Shift Supervisors Certificate,  Mine Overseers Certificate"
Bachelor Of Science Honours Degree Information Sys,"Java,  JUnit,  Agile,  EJB3,  JSF,  Hibernate,  Maven,  Sonar,  JPA"
Bachelor of Science  Information Technology Degree,"SAP BW,  BOBJ Universe Designer,  MS Excel,  MS Access,  XCELSIUS,  BOBJ Webi,  SAP BEX,  MS Projects,  SAP ABAP"
Embedded Sql,"Cobol,  Windows 2000,  sql"
Istqb Foundation,"Reporting (Excel),  Manual Testing,  Regression Testing,  Test Planning,  Data Analysis,  Test Case Creation,  Functional Testing,  SQL,  Unit Testing"
General Management Programme(GMP)),"Balanced Scorecard,  Project Management,  Prince2(Projects in controlled environment)),  Strategy Planning Control and Evaluation,  Policy Deployment(Hoshin Kanri),  Corporate Governance,  KING III,  Enterprise Architecture,  Leadership"
Business Analysis Diploma,"Requirements elicitation,  Requirements management and communication,  Scrum,  Agile,  Solution Assessment,  Business Analysis,  Microsoft Office,  Team management,  UML"
Microsoft Certified Professional,"Microsoft .NET,  C#,  Sharepoint,  Microsoft Content Management Server,  Asp.Net,  Microsoft Sql Server 2002,  Microsoft Sharepoint 2007,  Visual C++,  Microsoft Commerce Server 2002"
Bachelor Of Computer Science,
Information Technology Degree,"wordpress,  Microsoft Office,  Microsoft Visual Studio,  Team Player.,  Windows Server 2012,  cloudpress,  Hardworker,  windows configuration,  Open Office"
Engineering: Electrical (Telecommunication Techn),"Programming Multi-Threaded Software,  Programming End-User Windows Applications.,  Programming Pc Peripherals,  Programming Visual C# .Net,  Programming Database Applications,  Programming Tcp/Ip Based Applications,  Programming MS Visual C++,  Embedded Programming (8051)"
